datetime,pioggia1,precipitation,temp_max,temp_mean,temp_min,Ambrosia,Artemisia,Betula,Corylus,"Cupressaceae, Taxaceae",Fraxinus,Olea europaea,Ostrya carpinifolia,Poaceae,Urticaceae
1996-01-01,0.2,1.6,9.4,2.7,-0.7,0,0,0,0,0,0,0,0,0,0
1996-01-02,0,0,8.5,3.5,-1.7,0,0,0,0,0,0,0,0,0,0.496031746031746
1996-01-03,0,0,8,2,-3.5,0,0,0,0,0.496031746031746,0,0,0,0,0
1996-01-04,0,0,7.8,1.4,-3.5,0,0,0,0,0,0,0,0,0,0
1996-01-05,0,0,2.1,1.1,-0.4,0,0,0,0,0,0,0,0,0,0
1996-01-06,6.4,7.4,1.6,0.4,-0.4,0,0,0,0,0,0,0,0,0,0.496031746031746
1996-01-07,13.6,9.7,9,0.5,0,0,0,0,0,0,0,0,0,0,0
1996-01-08,0.2,3.3,9,2.8,-0.7,0,0,0,0,0,0,0,0,0,0
1996-01-09,0.2,0.1,7.2,2.4,-0.7,0,0,0,0,0,0,0,0,0,0
1996-01-10,1,2.6,5.6,2.7,0.5,0,0,0,0,0,0,0,0,0,0
1996-01-11,4.6,2.7,6.2,4.2,3.1,0,0,0,0,0,0,0,0,0,0
1996-01-12,1,1,11.2,4.7,2.1,0,0,0,0,1.98412698412698,0,0,0,0,0
1996-01-13,0,0.2,11.2,5.6,0.3,0,0,0,0,1.48809523809524,0,0,0,0.992063492063492,0
1996-01-14,0,0,10.8,4,-2.1,0,0,0,0,3.47222222222222,0,0,0,0,0.496031746031746
1996-01-15,0.2,0.1,10.6,1.8,-2.1,0,0,0,0,8.92857142857143,0,0,0,0,0
1996-01-16,0,0.1,8.5,1,-3.4,0,0,0,0.496031746031746,1.48809523809524,0,0,0,0,0
1996-01-17,0,0,8,0.1,-3.9,0,0,0,0,0,0,0,0,0,0
1996-01-18,0,0,8.6,0.1,-4.1,0,0,0,0,0,0,0,0,0.496031746031746,0
1996-01-19,0,0,8.6,0.2,-4.6,0,0,0,0.496031746031746,2.48015873015873,0,0,0,0,0
1996-01-20,0,0,7.7,-1,-4.6,0,0,0,1.48809523809524,0,0,0,0,0,0
1996-01-21,0,0,7.7,0.2,-5.4,0,0,0,0.496031746031746,0.496031746031746,0,0,0,0,0
1996-01-22,0,0,5,-1,-5.4,0,0,0,1.48809523809524,0.496031746031746,0,0,0,0,0
1996-01-23,2.4,5.2,2.4,0.7,0.2,0,0,0,0,0.496031746031746,0,0,0,0,0.496031746031746
1996-01-24,10.6,6.7,3.6,1.1,0.2,0,0,0,0,0,0,0,0,0,0
1996-01-25,5.6,6.1,3.8,2.4,1.4,0,0,0,0,0,0,0,0,0,0
1996-01-26,12,15.8,5.8,3.2,0.9,0,0,0,0,0,0,0,0,0,0
1996-01-27,11.8,8.4,7.4,3.3,0.9,0,0,0,0,0,0,0,0,0,0
1996-01-28,0,0.2,7.9,4.2,1.3,0,0,0,0,0.496031746031746,0,0,0,0,0
1996-01-29,0,0,12,4.4,0.4,0,0,0,0.992063492063492,0.992063492063492,0,0,0,0,0
1996-01-30,0,0,12,4.3,-1.2,0,0,0,13.3928571428571,15.3769841269841,0,0,0,0,0
1996-01-31,0,0,10,2.4,-1.6,0,0,0,15.3769841269841,4.96031746031746,0,0,0,0.992063492063492,0
1996-02-01,0,0,10,2.6,-1.6,0,0,0,4.96031746031746,2.97619047619048,0,0,0,0,0.496031746031746
1996-02-02,2.4,1.5,6.1,1.2,-1.6,0,0,0,0.496031746031746,0.992063492063492,0,0,0,3.47222222222222,0
1996-02-03,0,0.9,6.8,2.9,0.6,0,0,0,0,0,0,0,0,0,0
1996-02-04,0,0,10.4,4.3,-2.1,0,0,0,0,0,0,0,0,0,0
1996-02-05,0,0,10.4,4.2,-4.1,0,0,0,2.48015873015873,1.48809523809524,0,0,0,0.992063492063492,0
1996-02-06,0,0,5.9,-0.1,-4.5,0,0,0,2.97619047619048,0,0,0,0,0,0
1996-02-07,0,0,7.1,-0.7,-4.5,0,0,0,0.992063492063492,0,0,0,0,0,0.496031746031746
1996-02-08,0,0,10.4,1.1,-4.1,0,0,0,0.992063492063492,0.992063492063492,0,0,0,0,0
1996-02-09,0,0,10.4,4.4,-3.4,0,0,0,0.992063492063492,0.496031746031746,0,0,0,0,0
1996-02-10,0,0,6.5,0.2,-5.3,0,0,0,0.992063492063492,0.992063492063492,0,0,0,0,0
1996-02-11,0,0,7.7,-0.4,-5.3,0,0.496031746031746,0,2.48015873015873,0.496031746031746,0,0,0,0,0
1996-02-12,2.6,5.1,8.3,1.5,-4.4,0,0.496031746031746,0,1.48809523809524,0,0,0,0,0,0
1996-02-13,5.6,3.1,11.6,2.2,-1.1,0,0,0,0.496031746031746,0,0,0,0,0,0
1996-02-14,0,0,11.6,3.7,-1.8,0,0,0,0.992063492063492,0.496031746031746,0,0,0,0,0
1996-02-15,0,0,11.5,3.2,-2.9,0,0,0,11.4087301587302,5.45634920634921,0,0,0,0.496031746031746,0
1996-02-16,0,0,14.4,2.2,-2.9,0,0,0,5.45634920634921,3.96825396825397,0,0,0,0.992063492063492,0
1996-02-17,0,0,14.4,4.9,-2.2,0,0,0,8.43253968253968,0.992063492063492,0,0,0,0.496031746031746,0
1996-02-18,0,1.9,10.5,5,-0.8,0,0,0,11.4087301587302,18.3531746031746,0,0,0,0,0
1996-02-19,3.8,1.6,8.1,2.9,-0.8,0,0,0,4.46428571428572,5.95238095238095,0,0,0,0,0
1996-02-20,0,0.3,8.8,3.2,-0.8,0,0,0,2.97619047619048,1.48809523809524,0,0,0,0,0
1996-02-21,0,0,9.2,4.6,-0.3,0,0,0,7.93650793650794,5.45634920634921,0,0,0,0,0
1996-02-22,0,0,9.2,3.7,-3.1,0,0,0,5.95238095238095,6.4484126984127,0,0,0,0,0
1996-02-23,0,0,8.6,0.6,-5.4,0,0,0,3.47222222222222,0.992063492063492,0,0,0,0.496031746031746,0
1996-02-24,0,0,9.9,0.3,-5.4,0,0,0,3.96825396825397,0.992063492063492,0,0,0,0.496031746031746,0
1996-02-25,0,0,9.9,1.1,-4.4,0,0,0,3.96825396825397,0.992063492063492,0,0,0,0.496031746031746,0
1996-02-26,0,0,13.6,3.4,-1.9,0,0,0,0.496031746031746,0,0,0,0,0.496031746031746,0
1996-02-27,0,0,14,4.2,-1.9,0,0,0,7.93650793650794,2.48015873015873,0,0,0,0,0
1996-02-28,0,0,17.1,4.6,-1.4,0,0,0,22.3214285714286,22.3214285714286,0,0,0,0.992063492063492,0
1996-02-29,0,0,18.1,5.9,-1.1,0,0,0,36.7063492063492,38.1944444444444,0,0,0,1.48809523809524,0
1996-03-01,0,0,18.1,8.3,0.3,0,0,0,27.281746031746,122.519841269841,0,0,0,0.496031746031746,0
1996-03-02,0,0,9.8,5.7,-3.3,0,0,0,1.98412698412698,79.3650793650794,0,0,0,0.992063492063492,0
1996-03-03,0,0,9,2.3,-3.9,0,0,0,0.496031746031746,0.992063492063492,0,0,0,0,0
1996-03-04,0,0,11,1.9,-4.5,0,0,0,0.992063492063492,2.48015873015873,0,0,0,0,0
1996-03-05,0,0,12.5,1.4,-4.9,0,0,0,2.48015873015873,3.47222222222222,0,0,0,0,0
1996-03-06,0,0,12.5,2.8,-4.9,0,0,0,3.96825396825397,5.45634920634921,0,0,0,0,0
1996-03-07,0,0,12.4,3.5,-3,0,0,0,13.3928571428571,16.8650793650794,0,0,0.496031746031746,0.496031746031746,0
1996-03-08,0,0,9.7,4.4,-0.1,0,0,0,5.45634920634921,20.3373015873016,0,0,0,0,0
1996-03-09,0,0,12,4.5,-1.3,0,0,0,6.4484126984127,15.8730158730159,0,0,0,0.992063492063492,0
1996-03-10,0,0,12,4.7,-3.9,0,0,0,6.94444444444445,10.9126984126984,0,0,0,0.992063492063492,0.496031746031746
1996-03-11,0,0,9.6,2.8,-3.9,0,0,0,11.9047619047619,10.9126984126984,0,0,0,0,0
1996-03-12,0,0,8.8,3.3,-1,0,0,0,5.45634920634921,4.96031746031746,0,0,0,0,0
1996-03-13,0,0,13.5,2.5,-0.4,0,0,0,2.48015873015873,3.47222222222222,0,0,0,0,0
1996-03-14,0,0,17.9,5.9,-1.4,0,0,0,4.46428571428572,26.2896825396825,0,0,0,0,0
1996-03-15,0,0,17.9,7.7,-1.4,0,0,0,38.6904761904762,182.539682539683,0,0,0,1.48809523809524,0
1996-03-16,5.8,3.6,15.5,9.3,5.1,0,0,0,53.5714285714286,221.72619047619,0,0,0,0,0
1996-03-17,0.2,2.3,13.4,8.1,5.1,0,0,0,1.98412698412698,1.48809523809524,0.496031746031746,0,0,0.496031746031746,0
1996-03-18,2.8,3.7,13.4,8.4,5.1,0,0,0,2.48015873015873,4.46428571428572,0,0,0.496031746031746,0,0
1996-03-19,3,2.2,16,7.5,1.2,0,0,0,7.44047619047619,14.8809523809524,0,0,0,0,0
1996-03-20,0,0,16.9,8.1,1.2,0,0,0,63.9880952380952,52.0833333333333,0.496031746031746,0,0.496031746031746,0.992063492063492,0
1996-03-21,0,0,19.1,8.9,1.7,0,0,0,107.638888888889,115.575396825397,0.496031746031746,0,1.48809523809524,0.496031746031746,0
1996-03-22,0.8,2.1,19.1,11.9,6.8,0,0,0,78.3730158730159,122.02380952381,0,0,0,0.992063492063492,0
1996-03-23,2.8,1.4,17.6,9.3,7.3,0,0,0,1.98412698412698,11.4087301587302,0,0,0,0,0
1996-03-24,0,0.1,17.6,11.3,4.9,0,0,0,21.3293650793651,38.1944444444444,0.496031746031746,0,0.496031746031746,1.48809523809524,0
1996-03-25,0,0,17.6,10.4,4.9,0,0,1.48809523809524,46.1309523809524,92.7579365079365,0,0,0.496031746031746,1.98412698412698,0
1996-03-26,0,0,21.4,11.1,7.1,0,0,0.496031746031746,9.42460317460318,33.234126984127,0.496031746031746,0,0,1.98412698412698,0
1996-03-27,0.8,0.5,21.4,12.4,3.6,0,0,0.992063492063492,18.3531746031746,128.968253968254,0,0,0,1.98412698412698,0
1996-03-28,0,0.3,16.6,9.9,3.1,0,0,0.992063492063492,34.2261904761905,298.611111111111,0,0,0,0.992063492063492,0
1996-03-29,0,0,14.1,8,2.8,0,0,0.496031746031746,58.531746031746,55.0595238095238,0,0,0,0.992063492063492,0
1996-03-30,0,0,15.7,7.2,0.4,0,0,0.992063492063492,23.3134920634921,19.8412698412698,0,0,0,2.48015873015873,0
1996-03-31,0,0,15.7,7.2,0.4,0,0,0.992063492063492,11.9047619047619,10.9126984126984,0,0,0,0.496031746031746,0
1996-04-01,7.2,7.1,15.7,4.3,1.1,0,0,0,8.92857142857143,23.8095238095238,0,0,4.46428571428572,1.48809523809524,0.496031746031746
1996-04-02,4.2,4.3,15.7,8.3,2.7,0,0,4.46428571428572,1.48809523809524,14.8809523809524,0,0,0.992063492063492,0.496031746031746,0
1996-04-03,0.2,0.1,13.7,8.4,4.6,0,0,2.97619047619048,1.48809523809524,119.047619047619,0,0,0.992063492063492,0.496031746031746,0
1996-04-04,0,0.1,15.2,7.9,4.5,0,0,7.93650793650794,0.992063492063492,9.92063492063492,0,0,1.98412698412698,0.496031746031746,0
1996-04-05,0,0,23,9.8,3.6,0,0,11.4087301587302,1.48809523809524,45.1388888888889,0,0,0.496031746031746,1.98412698412698,0
1996-04-06,0,0,24.2,12,3.6,0,0,52.5793650793651,3.96825396825397,152.777777777778,0,0,25.7936507936508,5.45634920634921,0
1996-04-07,0,0,24.2,13.5,5.3,0,0,105.15873015873,5.95238095238095,237.599206349206,1.48809523809524,0,53.0753968253968,1.98412698412698,0
1996-04-08,0.2,0.1,23.1,13.5,8.1,0,0,94.7420634920635,0.992063492063492,77.3809523809524,0,0,15.8730158730159,1.98412698412698,0
1996-04-09,0,0.1,23.5,14.2,7.3,0,0,113.095238095238,0.496031746031746,48.1150793650794,0.992063492063492,0,17.3611111111111,1.48809523809524,0
1996-04-10,0,0,23.5,14.1,7.3,0,0,108.630952380952,0,33.7301587301587,3.47222222222222,0,37.202380952381,0,0
1996-04-11,0,0,21.2,13.5,5.5,0,0,71.9246031746032,0.992063492063492,31.7460317460317,1.98412698412698,0,19.3452380952381,0,0
1996-04-12,0,0,21.2,12.8,5.5,0,0,72.4206349206349,0,13.3928571428571,0.496031746031746,0,56.5476190476191,0,0.496031746031746
1996-04-13,0.4,0.2,19.4,13.4,8.1,0,0,92.7579365079365,0,20.8333333333333,5.95238095238095,0,162.698412698413,2.97619047619048,0
1996-04-14,0,0.1,19.4,13.4,4.3,0,0,44.6428571428571,0,9.42460317460318,0.496031746031746,0,285.218253968254,1.48809523809524,0
1996-04-15,0,0,22.7,11.8,3.9,0,0,22.3214285714286,0,5.45634920634921,0,0,284.722222222222,0.496031746031746,0.496031746031746
1996-04-16,0,0,22.7,11.9,2.9,0,0,26.2896825396825,0.496031746031746,7.93650793650794,3.47222222222222,0,355.654761904762,1.48809523809524,0
1996-04-17,0,0,26.2,12,2.9,0,0,26.7857142857143,0,13.3928571428571,4.96031746031746,0,329.365079365079,7.93650793650794,0
1996-04-18,0,0,26.3,15,6.5,0,0,37.202380952381,2.97619047619048,14.3849206349206,4.46428571428572,0,509.920634920635,5.95238095238095,0.992063492063492
1996-04-19,0,0,26.4,16.3,7.4,0,0,57.5396825396826,0,14.3849206349206,5.45634920634921,0,545.634920634921,4.96031746031746,1.48809523809524
1996-04-20,0,0,26.4,17.2,8.5,0,0,66.468253968254,0,13.3928571428571,13.8888888888889,0,560.019841269841,9.92063492063492,1.48809523809524
1996-04-21,0,0,26.5,17,8.7,0,0,78.8690476190476,0.496031746031746,11.9047619047619,6.4484126984127,0,375.992063492064,13.8888888888889,1.48809523809524
1996-04-22,0,0,26.5,17.2,8.7,0,0,57.5396825396826,0.496031746031746,12.4007936507937,4.46428571428572,0,481.646825396826,14.3849206349206,3.96825396825397
1996-04-23,0.8,0.5,23.3,16.3,12.4,0,0,14.3849206349206,0,9.42460317460318,2.48015873015873,0,402.777777777778,12.4007936507937,6.94444444444445
1996-04-24,0,0.3,23.3,16.8,11.9,0,0,9.42460317460318,0,10.4166666666667,0.496031746031746,1.98412698412698,188.988095238095,13.3928571428571,7.93650793650794
1996-04-25,5.4,3.9,19.4,13.6,11.5,0,0,5.45634920634921,0,0,0,0,18.8492063492064,35.218253968254,0.992063492063492
1996-04-26,0.8,2.7,19.4,14.7,11.5,0,0,4.96031746031746,0,2.48015873015873,1.48809523809524,0,83.3333333333333,5.45634920634921,2.97619047619048
1996-04-27,0.6,0.2,20.8,13.7,10.7,0,0,2.48015873015873,0,3.47222222222222,4.46428571428572,0,43.1547619047619,30.7539682539683,6.4484126984127
1996-04-28,0,0,21,14.8,9.6,0,0,6.94444444444445,0,5.45634920634921,10.4166666666667,0,216.765873015873,46.1309523809524,16.3690476190476
1996-04-29,0.6,0.5,21,14,9.6,0,0,1.48809523809524,0,7.93650793650794,4.46428571428572,0,99.702380952381,139.384920634921,11.9047619047619
1996-04-30,0.6,0.8,21.9,14.5,10.7,0,0,0,0,0.992063492063492,3.47222222222222,0,15.8730158730159,105.15873015873,1.48809523809524
1996-05-01,0.4,1.9,21.9,15.5,10.7,0,0,0.992063492063492,0,3.96825396825397,5.95238095238095,0,123.511904761905,103.174603174603,14.8809523809524
1996-05-02,7.4,13,18.3,13.4,7.1,0,0,0,0,5.95238095238095,8.92857142857143,0,44.6428571428571,199.404761904762,13.3928571428571
1996-05-03,17.8,9.3,21,11.2,5.8,0,0,1.98412698412698,0,0,1.48809523809524,0,15.3769841269841,5.95238095238095,6.4484126984127
1996-05-04,0,1.3,21.7,13.1,5.8,0,0,8.92857142857143,0,4.96031746031746,2.97619047619048,0,61.0119047619048,295.634920634921,33.7301587301587
1996-05-05,0,0,25.2,13.9,7.7,0,0,1.48809523809524,0,7.44047619047619,4.96031746031746,0,54.5634920634921,906.746031746032,30.7539682539683
1996-05-06,0,0,27.5,15.9,7.7,0,0,1.98412698412698,0,1.98412698412698,2.97619047619048,0,111.111111111111,312.5,96.7261904761905
1996-05-07,0,0,27.5,17.4,9.4,0,0,0.992063492063492,0,7.44047619047619,7.44047619047619,0,121.527777777778,356.150793650794,168.154761904762
1996-05-08,1.2,5,25.4,17.1,10.9,0,0,0,0,1.98412698412698,3.96825396825397,0,84.3253968253968,262.896825396825,88.2936507936508
1996-05-09,23,18,22.2,14.6,11.1,0,0,0,0,0,0.496031746031746,0,2.48015873015873,14.8809523809524,14.8809523809524
1996-05-10,8.8,9.6,23.2,14.1,11.1,0,0,0,0,0,0.992063492063492,0,2.48015873015873,59.0277777777778,3.96825396825397
1996-05-11,0,0.4,23.2,16.2,11.7,0,0,0,0,0,4.46428571428572,0,19.8412698412698,133.928571428571,95.2380952380953
1996-05-12,3.2,2.6,22.2,14.1,11.4,0,0,0,0,0,0.496031746031746,0,10.4166666666667,106.150793650794,3.96825396825397
1996-05-13,1.6,1.9,26.1,15.1,11.1,0,0,0.992063492063492,0,0.496031746031746,0.992063492063492,0,9.42460317460318,3.96825396825397,124.503968253968
1996-05-14,0,0.2,27.6,17.6,11.1,0,0,0.496031746031746,0,0,4.46428571428572,0,34.7222222222222,157.738095238095,126.488095238095
1996-05-15,0,0,27.6,18.8,12.9,0,0,2.97619047619048,0,0.496031746031746,4.46428571428572,0,40.1785714285714,119.543650793651,81.8452380952381
1996-05-16,0,0,27.5,20,12.9,0,0,2.97619047619048,0,7.44047619047619,5.45634920634921,0,39.6825396825397,130.456349206349,98.7103174603175
1996-05-17,0,0,26.7,20.2,13.2,0,0,0.496031746031746,0,3.47222222222222,4.96031746031746,0.992063492063492,37.6984126984127,136.904761904762,75.8928571428572
1996-05-18,0,0,26.3,21.1,12.8,0,0,0,0,7.93650793650794,3.96825396825397,2.48015873015873,30.7539682539683,133.928571428571,108.134920634921
1996-05-19,15,10.1,24.1,17.8,8.9,0,0,0,0,4.96031746031746,2.97619047619048,1.48809523809524,7.93650793650794,52.5793650793651,52.0833333333333
1996-05-20,3.2,7.3,23.6,13.5,7.2,0,0,0,0,0.496031746031746,0.992063492063492,0,0.992063492063492,11.4087301587302,30.7539682539683
1996-05-21,5.4,4.6,23.6,14.3,7.2,0,0,0.992063492063492,0,2.97619047619048,0.496031746031746,0,6.4484126984127,29.7619047619048,100.198412698413
1996-05-22,0.8,2.3,23.9,15.8,9.7,0,0,0.496031746031746,0,0.992063492063492,0.992063492063492,0,4.96031746031746,66.468253968254,194.940476190476
1996-05-23,0,0,26.3,16.6,9.8,0,0,0,0,1.98412698412698,0,0,14.8809523809524,66.468253968254,174.107142857143
1996-05-24,0,0,26.6,19.9,12.7,0,0,0,0,5.45634920634921,0.992063492063492,0,9.92063492063492,69.9404761904762,143.353174603175
1996-05-25,0,0,26.7,20.4,14.1,0,0,0,0,17.3611111111111,0.992063492063492,0,10.9126984126984,116.56746031746,229.166666666667
1996-05-26,0,0.5,26.7,20.2,11.7,0,0,0,0,9.42460317460318,1.48809523809524,0,4.46428571428572,67.9563492063492,199.404761904762
1996-05-27,5.6,3.3,23.1,16.2,9.5,0,0,0,0,0,0.496031746031746,0,1.48809523809524,22.8174603174603,98.7103174603175
1996-05-28,0.2,1.9,28,16.6,8.3,0,0,0,0,6.94444444444445,2.97619047619048,0,14.3849206349206,36.7063492063492,322.420634920635
1996-05-29,0,0.1,28,16.8,8.3,0,0,1.48809523809524,0,2.48015873015873,0.992063492063492,0,5.95238095238095,107.142857142857,159.226190476191
1996-05-30,0,0,30.1,18.4,9.8,0,0,0,0,1.98412698412698,0.992063492063492,0.496031746031746,5.95238095238095,62.9960317460318,199.404761904762
1996-05-31,0,0,30.1,21.1,12.8,0,0,0,0,2.97619047619048,1.98412698412698,0,2.97619047619048,65.4761904761905,265.873015873016
1996-06-01,0,0,30.1,21.9,13.5,0,0,0,0,2.48015873015873,1.98412698412698,0,1.48809523809524,56.5476190476191,210.31746031746
1996-06-02,0,0,30.4,21.8,14.5,0,0,0,0,3.47222222222222,0.992063492063492,0,0.496031746031746,65.9722222222222,225.694444444444
1996-06-03,0,0,31.3,21.1,14.9,0,0,0.496031746031746,0,0.496031746031746,1.98412698412698,0,1.98412698412698,65.9722222222222,265.873015873016
1996-06-04,0,0,31.8,23.1,14.9,0,0,0.496031746031746,0,2.48015873015873,0,0.992063492063492,1.98412698412698,54.0674603174603,210.31746031746
1996-06-05,0,0,31.8,24.1,16.6,0,0,0,0,1.98412698412698,0.992063492063492,4.96031746031746,0,54.0674603174603,251.488095238095
1996-06-06,0,0,33.1,24.1,16.6,0,0,0,0,1.48809523809524,0.496031746031746,4.96031746031746,0.496031746031746,71.4285714285714,190.476190476191
1996-06-07,0,0,33.1,24.8,15.8,0,0,0,0,1.98412698412698,0.992063492063492,14.3849206349206,0.992063492063492,55.5555555555556,177.083333333333
1996-06-08,0,0,34.2,24.7,15.8,0,0,0,0,0.992063492063492,2.97619047619048,12.8968253968254,0.992063492063492,69.9404761904762,227.18253968254
1996-06-09,0,0,35,25.7,17.4,0,0,0,0,1.98412698412698,2.97619047619048,13.3928571428571,1.48809523809524,93.2539682539683,260.912698412698
1996-06-10,0,0,35.8,26.1,17.4,0,0,0,0,1.48809523809524,0.992063492063492,9.42460317460318,0.992063492063492,77.3809523809524,181.051587301587
1996-06-11,0,0,35.9,26.8,17.4,0,0,0,0,2.48015873015873,2.97619047619048,10.4166666666667,0,88.7896825396826,185.515873015873
1996-06-12,10,6.3,35.9,25.8,17,0,0,0,0,0.992063492063492,0,4.46428571428572,0.496031746031746,126.488095238095,221.230158730159
1996-06-13,1.2,4.5,35.4,24.5,15.6,0,0,0,0,3.96825396825397,0,1.98412698412698,0,85.8134920634921,155.753968253968
1996-06-14,0,0.5,29.2,22.2,15.6,0,0,0,0,2.48015873015873,0,5.95238095238095,0.496031746031746,47.1230158730159,65.9722222222222
1996-06-15,0,0,28,22.6,14.1,0,0,0,0,4.46428571428572,0,2.48015873015873,0.992063492063492,67.9563492063492,75.8928571428572
1996-06-16,2.6,1.8,28.1,19.8,11.5,0,0,0,0,0,0,0.496031746031746,0.992063492063492,29.7619047619048,25.297619047619
1996-06-17,0.2,1.1,29,19.6,11.5,0,0,0,0,0.496031746031746,0,1.98412698412698,0,44.1468253968254,63.4920634920635
1996-06-18,0.2,0.1,29,22,15.4,0,0,0,0,3.47222222222222,0,1.98412698412698,0.496031746031746,88.7896825396826,77.8769841269841
1996-06-19,0,0.1,29,22,15.4,0,0,0,0,1.48809523809524,0,1.48809523809524,0,51.5873015873016,80.3571428571429
1996-06-20,3,7.7,25.9,19.4,14.5,0,0,0,0,0.496031746031746,0,0,0,31.7460317460317,46.6269841269841
1996-06-21,49.4,44.4,18.9,16.5,12.7,0,0,0,0,0,0,0.496031746031746,0,0.496031746031746,0.496031746031746
1996-06-22,36.8,32.1,22.2,15.1,11,0,0,0,0,0,0,0.496031746031746,0,6.4484126984127,98.2142857142857
1996-06-23,0,5,23.3,16.8,10,0,0,0,0,0,0,0,0,39.6825396825397,130.456349206349
1996-06-24,0,0,23.3,16.1,10,0,0,0,0,0,0,0,0.496031746031746,31.7460317460317,21.3293650793651
1996-06-25,1.4,0.9,23.2,16.3,12.2,0,0,0,0,0,0,0,0.992063492063492,5.95238095238095,73.9087301587302
1996-06-26,0,0.5,27.1,15.9,10.2,0,0,0,0,0,0,0,0,4.96031746031746,15.3769841269841
1996-06-27,0,0,28.7,18.2,10.2,0,0,0,0,0,0,0,0,38.1944444444444,162.698412698413
1996-06-28,0,0,28.7,20,11.2,0,0,0,0,0,0,0,0,169.642857142857,33.7301587301587
1996-06-29,0,0,29.1,21,15.2,0,0,0,0,0.992063492063492,0,0,0,43.6507936507937,121.031746031746
1996-06-30,0,0,29.1,22,15.1,0,0,0,0,1.48809523809524,0,0,0,44.1468253968254,274.305555555556
1996-07-01,16.6,10.4,21.2,17.6,13.6,0,0,0,0,1.48809523809524,0,0,0,15.8730158730159,50.0992063492064
1996-07-02,19,18.2,27.2,15.9,11.5,0,0,0,0,0,0,0,0,4.46428571428572,32.2420634920635
1996-07-03,0.2,7.2,28.3,19.3,11.5,0,0,0,0,0,0,0,0,26.7857142857143,295.138888888889
1996-07-04,0,0,28.3,21.8,14.7,0,0,0,0,0.496031746031746,0,0,0,39.6825396825397,255.952380952381
1996-07-05,0.4,0.2,27.8,21.3,17.1,0,0,0,0,0,0,0,0,20.3373015873016,163.690476190476
1996-07-06,0,0.1,27.8,23.1,16.6,0,0,0,0,0.496031746031746,0,0,0,20.3373015873016,185.515873015873
1996-07-07,5,24.5,27.2,20.8,14.7,0,0,0,0,0,0,0,0,19.8412698412698,304.06746031746
1996-07-08,37.6,16.8,25.6,18.7,11.3,0,0,0,0,0.496031746031746,0,0,0,12.8968253968254,218.253968253968
1996-07-09,0,1.3,25.6,18.8,11.3,0,0,0,0,0,0,0,0,54.5634920634921,391.865079365079
1996-07-10,0,0,29.7,17.7,11.3,0,0,0,0,0.992063492063492,0,0,0,18.8492063492064,380.952380952381
1996-07-11,0,0,30.7,19.8,11.3,0,0,0,0,0,0,0,0,20.8333333333333,383.43253968254
1996-07-12,0,0,30.7,21.6,15.2,0,0,0,0,0.992063492063492,0,0,0,21.8253968253968,439.980158730159
1996-07-13,0,0,31.8,22.1,15.3,0,0,0,0,1.48809523809524,0,0,0,13.8888888888889,332.837301587302
1996-07-14,2,4.9,32.9,24.4,18,0,0,0,0,0.992063492063492,0,0,0,23.8095238095238,483.630952380952
1996-07-15,5.8,2.9,32.9,24.7,18.9,0,0,0,0,0.496031746031746,0,0,0,13.3928571428571,300.595238095238
1996-07-16,0,0,32.6,26,18.1,0,0,0,0,0,0,0,0,12.4007936507937,292.162698412698
1996-07-17,0,0,29.9,22.2,17.4,0,0,0,0,1.48809523809524,0,0,0,11.9047619047619,195.436507936508
1996-07-18,0,0,32.2,23,15.7,0,0,0,0,0,0,0,0,18.8492063492064,329.365079365079
1996-07-19,0,0,32.2,23.1,15.4,0,0,0,0,0.992063492063492,0,0,0,20.3373015873016,342.261904761905
1996-07-20,0,0,26.9,20.9,15.4,0,0,0,0,0,0,0,0,12.4007936507937,172.619047619048
1996-07-21,0,0,28,21,15.8,0,0,0,0,0,0,0,0,18.3531746031746,212.797619047619
1996-07-22,0,0,29.5,21.6,15.8,0,0,0,0,0.496031746031746,0,0,0,12.4007936507937,221.230158730159
1996-07-23,0,0,29.5,22.6,17.4,0,0,0,0,0,0,0,0,17.8571428571429,268.353174603175
1996-07-24,0,0,33.2,23.1,16.8,0.496031746031746,0,0,0,0,0,0,0,14.8809523809524,238.095238095238
1996-07-25,0,0,33.3,23.8,14.3,0,0,0,0,0,0,0,0,10.9126984126984,385.416666666667
1996-07-26,0,0,33.3,23.5,14.3,0,0,0,0,0.496031746031746,0,0,0,10.4166666666667,287.202380952381
1996-07-27,0,0,31.2,23.7,17.2,0,0.496031746031746,0,0,0.496031746031746,0,0,0,14.3849206349206,208.829365079365
1996-07-28,0,0,33.5,22.8,17.2,0,0.496031746031746,0,0,0,0,0,0,4.46428571428572,177.083333333333
1996-07-29,0,0.5,33.5,24.9,15.8,0,0.496031746031746,0,0,0,0,0,0,7.44047619047619,201.884920634921
1996-07-30,2.4,1.3,33.2,20.5,15,0,1.48809523809524,0,0,0,0,0,0,6.94444444444445,171.626984126984
1996-07-31,0,0.6,33.2,23.1,15,0,0.496031746031746,0,0,0.496031746031746,0,0,0,12.4007936507937,198.90873015873
1996-08-01,0,0,33.7,24.1,16.7,0,2.97619047619048,0,0,0,0,0,0,11.9047619047619,178.571428571429
1996-08-02,0,12.6,33.7,25,16.8,0,3.47222222222222,0,0,0,0,0,0,5.95238095238095,216.269841269841
1996-08-03,26.6,11.7,29.8,19.8,14.4,0,2.48015873015873,0,0,0,0,0,0,2.48015873015873,88.7896825396826
